mpfem::strings::trim	0.00s	0.00s	0.00%	0.02%	busbar_example	E:\code\cpp\mpfem\src\core\string_utils.hpp	17	0x7ff6d85e9f77
mkl_pds_lp64_psol_fwgath_pardiso_mic	0.00s	0.00s	0.02%	0.02%	busbar_example	[unknown]	0	0x7ff6d349c230
mpfem::FESpace::numElementDofs	0.00s	0.00s	0.00%	0.02%	busbar_example	E:\code\cpp\mpfem\src\field\fe_space.cpp	92	0x7ff6d86bdeb2
mpfem::FESpace::elementRefElement	0.00s	0.00s	0.00%	0.02%	busbar_example	E:\code\cpp\mpfem\src\field\fe_space.cpp	31	0x7ff6d86bd492
mpfem::H1Collection::get	0.00s	0.00s	0.02%	0.02%	busbar_example	E:\code\cpp\mpfem\src\fe\fe_collection.hpp	63	0x7ff6d85a54ae
[00007FFC6FD233CB]	0.00s	0.00s	0.02%	0.02%	busbar_example		0	0x7ffc6fd233cb
[00007FFC6FCEB089]	0.00s	0.00s	0.00%	0.02%	busbar_example		0	0x7ffc6fceb089
[00007FFC6FD2B1E9]	0.00s	0.00s	0.02%	0.02%	busbar_example		0	0x7ffc6fd2b1e9
mkl_pds_lp64_rr33adcopy	0.00s	0.00s	0.02%	0.02%	busbar_example	[unknown]	0	0x7ff6d2b21860
__chkstk	0.00s	0.00s	0.02%	0.02%	busbar_example	D:\a\_work\1\s\src\vctools\crt\vcstartup\src\misc\amd64\chkstk.asm	97	0x7ff6d89e8c4c
mpfem::CaseXmlReader::readFromFile	0.00s	0.00s	0.00%	0.02%	busbar_example	E:\code\cpp\mpfem\src\io\case_xml_reader.cpp	329	0x7ff6d85e7977
std::_Func_impl_no_alloc<`mpfem::CaseXmlReader::readFromFile'::`2'::<lambda_2>,std::unique_ptr<mpfem::LinearOperatorConfig,std::default_delete<mpfem::LinearOperatorConfig> >,tinyxml2::XMLElement const *>::_Do_call	0.00s	0.00s	0.00%	0.02%	busbar_example	E:\env\cpp\VS14\VC\Tools\MSVC\14.50.35717\include\functional	885	0x7ff6d85e34d5
`mpfem::CaseXmlReader::readFromFile'::`2'::<lambda_2>::operator()	0.00s	0.00s	0.00%	0.02%	busbar_example	E:\code\cpp\mpfem\src\io\case_xml_reader.cpp	175	0x7ff6d85e217f
`mpfem::CaseXmlReader::readFromFile'::`2'::<lambda_1>::operator()	0.00s	0.00s	0.00%	0.02%	busbar_example	E:\code\cpp\mpfem\src\io\case_xml_reader.cpp	155	0x7ff6d85e1d65
ILT+161660(?dofLayoutReferenceElementmpfemQEBA?AUDofLayout	0.00s	0.00s	0.02%	0.02%	busbar_example	[unknown]	0	0x7ff6d2a68781
[00007FFC6FD2D740]	0.00s	0.00s	0.02%	0.02%	busbar_example		0	0x7ffc6fd2d740
[00007FFC6FD1DBE0]	0.00s	0.00s	0.00%	0.02%	busbar_example		0	0x7ffc6fd1dbe0
std::basic_filebuf<char,std::char_traits<char> >::xsputn	0.00s	0.00s	0.02%	0.02%	busbar_example	E:\env\cpp\VS14\VC\Tools\MSVC\14.50.35717\include\__msvc_filebuf.hpp	583	0x7ff6d85caa90
mpfem::Mesh::bdrElement	0.00s	0.00s	0.02%	0.02%	busbar_example	E:\code\cpp\mpfem\src\mesh\mesh.cpp	92	0x7ff6d8600cb2
[00007FFC6FCE4C7F]	0.00s	0.00s	0.00%	0.02%	busbar_example		0	0x7ffc6fce4c7f
basix::element::create_lagrange<double>	0.00s	0.00s	0.00%	0.02%	busbar_example	E:\code\cpp\mpfem\build-msvc\_deps\basix-src\cpp\basix\e-lagrange.cpp	614	0x7ff6d87a8404
basix::FiniteElement<double>::FiniteElement<double>	0.00s	0.00s	0.00%	0.02%	busbar_example	E:\code\cpp\mpfem\build-msvc\_deps\basix-src\cpp\basix\finite-element.cpp	778	0x7ff6d8701967
basix::create_element<double>	0.00s	0.00s	0.00%	0.02%	busbar_example	E:\code\cpp\mpfem\build-msvc\_deps\basix-src\cpp\basix\finite-element.cpp	243	0x7ff6d86efce7
`anonymous namespace'::compute_dual_matrix<double>	0.00s	0.00s	0.02%	0.02%	busbar_example	E:\code\cpp\mpfem\build-msvc\_deps\basix-src\cpp\basix\finite-element.cpp	121	0x7ff6d86eb7a8
mpfem::ReferenceElement::initialize	0.00s	0.00s	0.00%	0.02%	busbar_example	E:\code\cpp\mpfem\src\fe\reference_element.cpp	95	0x7ff6d861743a
mpfem::ReferenceElement::get	0.00s	0.00s	0.00%	0.02%	busbar_example	E:\code\cpp\mpfem\src\fe\reference_element.cpp	80	0x7ff6d8616d28
mpfem::ReferenceElement::ReferenceElement	0.00s	0.00s	0.00%	0.02%	busbar_example	E:\code\cpp\mpfem\src\fe\reference_element.cpp	90	0x7ff6d860e683
mpfem::H1Collection::H1Collection	0.00s	0.00s	0.00%	0.02%	busbar_example	E:\code\cpp\mpfem\src\fe\fe_collection.hpp	54	0x7ff6d8591fc5
std::_Hash<std::_Umap_traits<int,int,std::_Uhash_compare<int,std::hash<int>,std::equal_to<int> >,std::allocator<std::pair<int const ,int> >,0> >::_Try_emplace<int>	0.00s	0.00s	0.02%	0.02%	busbar_example	E:\env\cpp\VS14\VC\Tools\MSVC\14.50.35717\include\xhash	700	0x7ff6d85bcbec
strlen	0.00s	0.00s	0.02%	0.02%	busbar_example	[unknown]	0	0x7ff6d89e953a
ILT+176545(??$emplaceH?$_HashV?$_Uset_traitsHV?$_Uhash_compareHU?$hashHstdU?$equal_toH	0.00s	0.00s	0.02%	0.02%	busbar_example	[unknown]	0	0x7ff6d2a6c1a6
std::_Hash<std::_Uset_traits<int,std::_Uhash_compare<int,std::hash<int>,std::equal_to<int> >,std::allocator<int>,0> >::emplace<int>	0.00s	0.00s	0.02%	0.02%	busbar_example	E:\env\cpp\VS14\VC\Tools\MSVC\14.50.35717\include\xhash	610	0x7ff6d8672081
[00007FFBBEF70641]	0.00s	0.00s	0.02%	0.02%	busbar_example		0	0x7ffbbef70641
[00007FFBBEF66F19]	0.00s	0.00s	0.00%	0.02%	busbar_example		0	0x7ffbbef66f19
std::_Hash<std::_Uset_traits<int,std::_Uhash_compare<int,std::hash<int>,std::equal_to<int> >,std::allocator<int>,0> >::_Forced_rehash	0.00s	0.00s	0.00%	0.02%	busbar_example	E:\env\cpp\VS14\VC\Tools\MSVC\14.50.35717\include\xhash	1747	0x7ff6d85c1d7e
std::_Hash_vec<std::allocator<std::_List_unchecked_const_iterator<std::_List_val<std::_List_simple_types<int> >,std::_Iterator_base0> > >::_Assign_grow	0.00s	0.00s	0.00%	0.02%	busbar_example	E:\env\cpp\VS14\VC\Tools\MSVC\14.50.35717\include\xhash	299	0x7ff6d85c0af6
std::uninitialized_fill<std::_List_unchecked_const_iterator<std::_List_val<std::_List_simple_types<int> >,std::_Iterator_base0> *,std::_List_unchecked_const_iterator<std::_List_val<std::_List_simple_types<int> >,std::_Iterator_base0> >	0.00s	0.00s	0.02%	0.02%	busbar_example	E:\env\cpp\VS14\VC\Tools\MSVC\14.50.35717\include\xmemory	2076	0x7ff6d85bdf76
__std_fs_code_page	0.00s	0.00s	0.02%	0.02%	busbar_example	D:\a\_work\1\s\src\vctools\crt\github\stl\src\filesystem.cpp	233	0x7ff6d89af064
std::filesystem::_Convert_stringoid_to_wide<std::filesystem::_Normal_conversion>	0.00s	0.00s	0.00%	0.02%	busbar_example	E:\env\cpp\VS14\VC\Tools\MSVC\14.50.35717\include\filesystem	197	0x7ff6d857111a
std::filesystem::_Convert_Source_to_wide<char [8],std::filesystem::_Normal_conversion>	0.00s	0.00s	0.00%	0.02%	busbar_example	E:\env\cpp\VS14\VC\Tools\MSVC\14.50.35717\include\filesystem	282	0x7ff6d85710b4
[00007FFC6FD10990]	0.00s	0.00s	0.02%	0.02%	busbar_example		0	0x7ffc6fd10990
ILT+238125(?applyDiagonalOperatormpfemUEAAXAEBV?$MatrixN$0?0$00$0A$0?0$00EigenAEAV34Z)	0.00s	0.00s	0.02%	0.02%	busbar_example	[unknown]	0	0x7ff6d2a7b232
mkl_pds_lp64_psol_bwscat_pardiso_mic	0.00s	0.00s	0.02%	0.02%	busbar_example	[unknown]	0	0x7ff6d3499490
[00007FFC76122165]	0.00s	0.00s	0.02%	0.02%	busbar_example		0	0x7ffc76122165
[00007FFC761292E0]	0.00s	0.00s	0.00%	0.02%	busbar_example		0	0x7ffc761292e0
[00007FFC6FD1DB57]	0.00s	0.00s	0.00%	0.02%	busbar_example		0	0x7ffc6fd1db57
